,len of url,no of dots,security sensitive words,no of hyphens in dom,dir_len,no of subdir,domain len,domain token count,path token count,ip present,largest domain_tok_len,avg_dom_token_len,largest path token length,avg path token length,suspicious tld,len_of_file,total dots in file,total delims in file,len_of_argument,no_of_variables,len_of_largest_variable_val,max_no_of_argum_delims,create_age(months),expiry_age(months),update_age(days),zipcode,URL,Label
4179,49,8,0,0,7,1,19,4,1,0,8,4,5,5,0,12,1,0,11,1,0,0,-1,-1,-1,-1,http://www.eloahair.com.br/Zone1/onlineid.php?.portal...,1
4181,28,1,0,0,14,1,14,2,1,0,10,6.5,12,12,0,0,0,0,0,0,0,0,67,5,32,1473618134,http://partretech.com/lolausaawoie/,1
4182,66,5,0,0,17,2,24,3,2,0,17,7.333333333,11,7,0,25,3,0,0,0,0,0,-1,-1,-1,-1,http://www.crestemcudragoste.ro/wp-includes/css/b7d82e157686e68500eced...,1
4183,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,201,39,333,91106,http://www.pressedflower.com/,0
4184,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,229,47,489,-1,http://www.curtainup.com/,0
4185,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,207,9,117,94588,http://www.compilerjobs.com/,0
4186,66,5,0,0,38,4,23,3,4,0,17,7,11,8.25,0,5,3,0,0,0,0,0,39,9,895,-1,http://ringtonsfranchise.co.uk/wp-includes/SimplePie/Parse/standard/ph...,1
4187,17,2,0,0,1,0,16,3,0,0,9,4.666666667,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.skarosser.se/,0
4188,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,172,8,111,110003,http://www.ahujaresidency.com/,0
4189,66,5,0,0,9,1,25,3,1,0,17,7.666666667,7,7,0,32,3,0,0,0,0,0,36,12,8,-1,http://www.leighgphotography.com/SERVICE/b8kehxdicufvwv7rtmsi8slw418ig...,1
4190,26,2,0,1,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,193,11,467,-1,http://www.aaasoftware-ezine.com/,0
4192,55,4,0,0,36,4,16,2,4,0,12,7.5,11,7.75,0,3,3,0,0,0,0,0,76,8,115,-1,http://dileeponline.com/plugins/content/linkbuilder/outnew/...,1
4194,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,239,13,422,-1,http://www.schoolexpress.com/,0
4196,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,133,11,30,11007,http://www.careerxls.com/,0
4197,66,4,0,0,9,1,21,2,1,0,17,10,7,7,0,36,3,0,0,0,0,0,36,12,8,-1,http://leighgphotography.com/SERVICE/9g8yp9d8z8x1t1ycarewvmfdiz1c3dj2k...,1
4199,68,6,0,0,41,6,14,4,6,0,3,2.75,10,5.666666667,0,13,1,0,0,0,0,0,-1,-1,-1,-1,http://www.cs.cmu.edu/afs/cs.cmu.edu/user/mleone/web/language/projects.html,0
4201,56,9,1,0,17,3,26,6,3,0,6,3.5,7,4.333333333,0,13,4,0,0,0,0,0,226,14,8,85016,http://hiroba.dqx.jp.ixcel.usa.cc/account/app/svc/login.html...,1
4202,40,2,0,1,20,1,20,2,1,0,17,9.5,18,18,0,0,0,0,0,0,0,0,104,-1,-115,-1,http://pagesperso-orange.fr/jean-pierre.moreau/,0
4203,51,5,1,0,19,2,16,2,2,0,12,7.5,13,8,0,16,4,0,0,0,0,0,2,10,64,-1,http://sagfaiabella.com/net/FalabellaPeru/LoginPage.php...,1
4204,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,245,55,200,-1,http://www.orleanscoffee.com/,0
4205,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,210,6,181,10024,http://www.deadendrecords.com/,0
4207,66,6,0,0,6,1,17,2,1,0,13,8,4,4,0,15,1,0,28,1,19,0,6,6,181,-1,http://tunerwrightng.com/lash/googledrive.php?referer=abuse@skyebank.c...,1
4209,66,8,1,0,37,4,15,3,4,0,7,4.333333333,23,8,0,0,0,0,14,1,9,0,100,68,204,100078,http://www.bjcurio.com/js/index.htm?us.battle.net/login/en/?ref=yjvsvr...,1
4210,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,105,15,3195,-1,http://www.davekb.com/,0
4211,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,200,16,32,-1,http://www.schooldatebooks.com/,0
4212,27,2,0,1,12,1,15,3,1,0,7,4.333333333,10,10,0,0,0,0,0,0,0,0,187,5,264,-1,http://www.geo-met.com/tommysmith/,0
4213,16,1,0,0,1,0,15,2,0,0,11,7,0,0,0,0,0,0,0,0,0,0,119,25,13,-1,http://deshgujarat.com/,0
4214,66,5,0,0,28,3,27,3,3,0,19,8.333333333,11,8,0,11,3,0,0,0,0,0,109,11,33,-1,http://www.heathervictoriaheld.com/wp-includes/SimplePie/Data/d2899a4a...,1
4215,45,5,0,0,13,2,20,2,2,0,16,9.5,8,5,0,12,4,0,0,0,0,0,21,3,272,-1,http://boshconstruction.com/newbizzz/GD/index.php...,1
4217,21,2,0,0,1,0,20,3,0,0,12,6,0,0,0,0,0,0,0,0,0,0,173,7,171,-1,http://www.tubularradio.com/,0
4219,46,6,0,1,1,0,17,3,0,0,11,5,0,0,0,28,4,1,0,0,0,0,-1,-1,-1,-1,http://opeeen-broo.at.ua/configuration-system.html...,1
4220,27,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,10,0,0,0,0,0,0,3,9,69,-1,http://kathyhomeyou.com/WellsFargo,1
4221,66,5,0,0,24,3,26,3,3,0,18,8,10,6.666666667,0,16,3,0,0,0,0,0,19,5,200,-1,http://www.alejandraandelliot.com/wp-content/upgrade/lon/905d2c8a35484...,1
4223,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,181,11,460,-1,http://www.coalcreekcoffee.com/,0
4225,17,1,0,0,1,0,16,2,0,0,12,7.5,0,0,0,0,0,0,0,0,0,0,192,23,86,-1,http://ohoriscoffee.com/,0
4226,49,3,0,0,25,3,14,3,3,0,6,4,12,7,0,10,1,1,0,0,0,0,269,7,891,37996,http://www.netlib.org/utk/people/JackDongarra/la-sw.html,0
4227,37,2,0,0,18,2,19,3,2,0,12,5.666666667,10,7.5,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://qualyprintbh.com.br/feeds/formulario/,1
4228,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,231,9,297,-1,http://www.edgarbrown.com/,0
4229,48,4,0,0,17,2,20,4,2,0,8,4.25,9,7,0,11,1,0,0,0,0,0,-1,-1,-1,-1,http://www.lib.berkeley.edu/SSEAL/SouthAsia/afghan.html,0
4230,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,138,6,172,-1,http://www.jindalpackers.com/,0
4232,16,2,0,0,1,0,15,3,0,0,6,4.333333333,0,0,0,0,0,0,0,0,0,0,239,85,794,-1,http://profit.ndtv.com/,0
4233,66,6,0,0,1,0,28,3,0,0,21,8.666666667,0,0,0,37,4,6,0,0,0,0,-1,-1,-1,-1,http://designandarchitecture.com.au/usaa.com-sec-inet-auth-logon-ent-l...,1
4235,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,253,23,455,-1,http://www.cdexpress.com/,0
4236,53,4,0,0,38,5,12,2,5,0,8,5.5,12,6.4,0,3,3,0,0,0,0,0,20,4,619,-1,http://gosgmart.com//image/data/layerslider/Gouv_lmpouts/...,1
4238,66,4,0,0,8,1,19,2,1,0,15,9,6,6,0,39,3,0,0,0,0,0,4,8,121,55448,http://powerrockonline.com/paypal/khz0wvqbo8ooze8qiif9j55j03vyl77vfwm2...,1
4240,33,2,0,1,15,2,11,2,2,0,8,5,7,6,0,7,1,0,0,0,0,0,9,3,-1,-1,http://fresh-77.ru/vacancy/track/DHL.htm,1
4241,50,3,0,0,8,1,20,4,1,0,8,4.25,6,6,0,14,0,0,8,1,3,0,262,50,359,32258,http://www.journals.cup.org/action/displayJournal?jid=QRB,0
4243,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,173,19,503,-1,http://www.bakedjustforyou.com/,0
4244,66,9,0,1,23,1,30,4,1,0,9,6.75,21,21,0,13,4,0,0,0,0,0,-1,-1,-1,53113,http://wc3msd7hg.homepage.t-online.de/online.capitalone.com/details.ht...,1
4245,66,5,0,0,21,3,17,3,3,0,10,5,12,5.666666667,0,28,3,0,0,0,0,0,-1,-1,-1,-1,http://www.vajinismus.eu/pps/SPERROW%20PY/PY/b41475736306d708927f5dbc5...,1
4247,56,2,0,0,34,2,16,3,2,0,8,4.666666667,17,15.5,0,6,0,0,0,0,0,0,149,67,1271,79,http://www.kicknews.com/premier-league/manchester-united/latest,0
4248,23,2,0,0,9,1,14,3,1,0,6,4,7,7,0,0,0,0,0,0,0,0,278,70,655,10011,http://www.forbes.com/200best/,0
4249,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,220,19,606,-1,http://www.alibris.com/,0
4251,14,1,0,0,1,0,6,2,0,0,3,2.5,0,0,0,7,0,0,0,0,0,0,-1,-1,-1,-1,http://bit.ly/1XZl5cs,1
4252,42,6,0,0,6,1,24,3,1,0,16,7.333333333,4,4,0,12,4,0,0,0,0,0,12,0,115,-1,http://www.footballuniverse.net/roma/roma.html...,1
4253,66,4,0,0,43,6,17,2,6,0,13,8,8,6,0,6,3,0,0,0,0,0,52,8,108,77364,http://dmtministries.com/USAAI/QSAAID/Iogin/auth_nav/pub_auth/inet/ent...,1
4255,66,5,0,3,1,0,34,3,0,0,28,10.66666667,0,0,0,31,3,1,0,0,0,0,-1,-1,-1,-1,http://autoscout24-cars-europe-used.eu.pn/classified28878432017asrc=pl...,1
4256,66,4,0,0,48,6,13,2,6,0,10,6,9,6.833333333,0,5,3,0,0,0,0,0,-1,-1,-1,-1,http://cdeashtian.ir/images/pic/porto/googledoc/googledoc/googledoc/md...,1
4257,34,3,0,0,1,0,19,3,0,0,10,5.666666667,0,0,0,14,1,0,0,0,0,0,104,16,37,-1,http://settings22.890m.com/privation1.php,1
4258,44,5,0,1,24,2,17,3,2,0,6,5,14,10.5,0,3,3,0,0,0,0,0,59,1,330,71,http://941550.vps-10.com/appleID/user12-appleid/...,1
4259,30,2,0,1,12,2,18,3,2,0,10,5.333333333,5,4.5,0,0,0,0,0,0,0,0,24,0,668,-1,http://www.shape-love.org/azziu/line/,1
4261,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,204,6,194,-1,http://www.perfumedistributor.com/,0
4262,19,2,0,0,1,0,18,3,0,0,9,5.333333333,0,0,0,0,0,0,0,0,0,0,194,46,81,-1,http://maths4cet.150m.com/,0
4263,33,3,0,0,5,1,28,4,1,0,17,6.25,3,3,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.futurebookkeeping.com.au/aol/,1
4264,48,3,0,0,14,2,24,3,2,0,16,7.333333333,6,5.5,0,10,1,0,0,0,0,0,159,45,244,625,http://www.allaboutcircuits.com/vol_4/chpt_7/index.html,0
4265,31,2,0,1,1,0,30,3,0,0,23,9.333333333,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,10115,http://www.naturkundemuseum-berlin.de/,0
4268,66,4,0,0,15,2,23,2,2,0,19,11,6,6,0,28,3,0,0,0,0,0,24,36,740,-1,http://everydayhomecarellc.com/public/images/6af1d1f2488db5216829621be...,1
4269,24,1,0,0,1,0,23,2,0,0,19,11,0,0,0,0,0,0,0,0,0,0,30,18,138,-1,http://appalachianheritage.net/,0
4271,27,2,0,0,15,2,12,3,2,0,4,3.333333333,7,6,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.uwsp.edu/history/wipcs/,0
4272,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,267,9,85,10041,http://www.dtcc.com/,0
4273,33,2,0,0,1,0,32,3,0,0,24,10,0,0,0,0,0,0,0,0,0,0,179,1,55,-1,http://www.successfulselfemployment.com/,0
4275,29,2,0,0,1,0,28,3,0,0,20,8.666666667,0,0,0,0,0,0,0,0,0,0,95,13,354,49723,http://www.foreignpolicyjournal.com/,0
4276,65,5,0,0,35,3,27,3,3,0,16,8.333333333,11,10.33333333,0,3,3,0,0,0,0,0,74,10,68,-1,http://se14th.aamcocentraliowa.com/~wendydel/wp-includes/editedwells/...,1
4277,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,205,119,43,-1,http://www.jamboreeindia.com/,0
4278,66,6,0,0,41,8,14,3,8,0,6,4,9,4,0,11,3,1,0,0,0,0,36,12,6,-1,http://www.haitri.com/js/----/amli.fr/free/sm/oo/ve/PortailAS/assure_s...,1
4279,66,5,0,0,30,3,16,2,3,0,12,7.5,15,8.666666667,0,6,1,0,14,2,1,0,121,11,46,-1,http://aandgtrading.com/category_images/sim/bookmark/ii.php?fid=4&amp;...,1
4280,20,2,0,0,1,0,19,3,0,0,11,5.666666667,0,0,0,0,0,0,0,0,0,0,210,6,195,-1,http://www.rheinreport.com/,0
4281,24,2,0,0,6,1,18,3,1,0,11,5.333333333,4,4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.toriabeauty.ro/minn/,1
4282,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,196,20,104,244,http://www.laywheeler.com/,0
4283,64,4,0,0,12,1,17,2,1,0,13,8,10,10,0,35,3,0,0,0,0,0,29,31,882,-1,http://knotjustweeds.com/wp-content/3e7b9b4eb90b1dc2b31268428876ad9f...,1
4284,66,4,1,0,40,5,22,2,5,0,18,10.5,11,6.8,0,4,3,0,0,0,0,0,97,4,254,-1,http://themarketingremedy.com/wp-includes/images/wlw/suftd/USAALOGIN/Q...,1
4285,66,5,0,0,21,3,14,3,3,0,7,4,7,5.666666667,0,31,3,0,0,0,0,0,-1,5,-1,3800001,http://www.oxyflow.in/admin/image/gallery/e25f1e7a8168399c647f50c5c40d...,1
4286,45,8,0,0,7,1,14,3,1,0,6,4,5,5,0,24,6,0,0,0,0,0,32,4,258,-1,http://www.36hype.com/wizzy/my.screenname.aol.htm...,1
4288,17,2,0,1,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,234,18,273,-1,http://www.paris-fr.com/,0
4289,23,2,0,0,1,0,22,3,0,0,14,6.666666667,0,0,0,0,0,0,0,0,0,0,222,18,1988,-1,http://www.ohdanishbakery.com/,0
4290,25,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,8,0,0,0,0,0,0,5,7,8,0,http://www.dimplexx.net/offer002,1
4291,66,6,0,0,13,2,18,2,2,0,14,8.5,7,5,0,6,1,0,29,1,23,0,22,2,308,78434,http://editorialeciim.com/tmp/upgrade/ii.php?rand=13InboxLightaspxn.17...,1
4292,59,4,0,1,8,1,16,2,1,0,12,7.5,6,6,0,35,3,0,0,0,0,0,2,10,54,-1,http://espace-assur.com/assure/62f23d7a883403f12e14c037a4c0149e...,1
4295,33,3,0,2,1,0,32,4,0,0,22,7.25,0,0,0,0,0,0,0,0,0,0,126,18,195,-1,http://www.cmr-catering-equipment.co.uk/,0
4296,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,142,1,1,77494,http://www.kountrybakery.com/,0
4298,62,5,0,0,32,4,26,3,4,0,13,8,8,6.75,0,4,3,0,0,0,0,0,137,19,193,-1,https://itaunet1.websiteseguro.com/cadastro/cliente/email/modules/b...,1
4299,58,4,0,0,16,1,24,4,1,0,14,5.25,14,14,0,18,1,1,0,0,0,0,122,22,688,-1,http://www.historicalkits.co.uk/Leicester_City/Leicester_City.htm,0
4300,42,8,1,0,12,1,14,4,1,1,3,2.75,10,10,0,16,5,0,0,0,0,0,-1,-1,-1,-1,http://209.35.190.202/wp-content/login.jsp.htm...,1
4301,66,6,0,0,20,2,30,4,2,0,19,6.75,10,8.5,0,16,3,0,0,0,0,0,-1,-1,-1,-1,http://www.jardinescolgantesba.com.ar/wp-content/storage/d581463a8b39d...,1
4302,15,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,0,0,0,0,0,0,0,66,6,449,-1,http://worldofdth.com/,0
4303,31,3,0,0,6,1,19,4,1,0,8,4,4,4,0,6,0,0,0,0,0,0,-1,-1,-1,-1,http://www.uniquems.com.do/glaw/Gdoccc,1
4304,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,232,68,373,-1,http://www.busken.com/,0
4305,15,1,0,0,1,0,14,2,0,0,10,6.5,0,0,0,0,0,0,0,0,0,0,198,6,998,-1,http://vendomeinc.com/,0
4306,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,225,51,293,-1,http://www.salonweb.com/,0
4307,66,5,0,0,22,3,14,2,3,0,10,6.5,9,6,0,9,1,0,21,1,0,0,67,5,121,-1,http://mubahilatv.com/cache/userfeeds/newp/index.php?randInboxLightasp...,1
4308,66,7,0,0,44,6,15,3,6,0,7,4.333333333,12,6.166666667,0,7,3,0,0,0,0,0,104,16,166,-1,http://www.devguli.com/blog/wp-includes/js/jquery/ui/www.usaa.com/Ente...,1
4309,27,2,0,0,1,0,26,3,0,0,18,8,0,0,0,0,0,0,0,0,0,0,217,47,279,-1,http://www.thecosmeticsurgeon.com/,0
4310,16,2,0,0,1,0,15,3,0,0,7,4.333333333,0,0,0,0,0,0,0,0,0,0,189,3,282,30326,http://www.teavana.com/,0
4311,37,1,0,0,22,3,11,2,3,0,7,5,8,6,0,4,0,0,0,0,0,0,16,8,150,-1,http://cathcor.com/archivos/dropdoc/raw/data,1
4312,53,7,1,0,18,3,22,4,3,0,12,4.75,6,4.666666667,0,13,4,0,0,0,0,0,-1,-1,-1,-1,http://www.personastaff.co.za/logs/update/home/login.html...,1
4313,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,195,9,81,-1,http://www.stirlingfinewine.com/,0
4314,66,8,0,0,41,3,18,3,3,0,10,5.333333333,24,12.33333333,0,7,4,0,0,0,0,0,32,4,264,-1,http://www.tobeathome.biz/modules/mod_op/das.acesso.sistema191050/gs.p...,1
4315,29,3,0,0,1,0,17,3,0,0,9,5,0,0,0,11,1,0,0,0,0,0,138,6,219,30120,http://www.tony5m17h.net/Jordan.html,0
4316,25,2,0,0,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,196,20,218,-1,http://www.coffeeflavorings.com/,0
4317,34,3,0,0,3,1,16,3,1,0,9,4.666666667,1,1,0,15,1,0,0,0,0,0,-1,-1,-1,-1,http://idealterm.com.br/y/contactform.php,1
4318,42,7,0,0,3,1,27,4,1,0,16,6,1,1,0,12,4,0,0,0,0,0,-1,-1,-1,-1,http://www.conhecendobrasil.com.br/t/index.php...,1
4319,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,232,20,1531,-1,http://www.twistandshout.com/,0
4320,46,5,0,0,29,5,14,3,5,0,6,4,6,4.6,0,3,3,0,0,0,0,0,56,4,244,-1,http://www.qkitap.com/images/done/auth/view/share/...,1
4321,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,171,57,109,-1,http://www.cmebrewcoffee.com/,0
4322,32,4,0,0,6,1,15,4,1,0,4,3,4,4,0,11,1,0,0,0,0,0,-1,-3,-1,-1,http://www.sumi.com.hk/cbct/cbindex.php,1
4323,24,2,0,0,1,0,23,3,0,0,15,7,0,0,0,0,0,0,0,0,0,0,190,14,314,49120,http://www.chapmanservices.com/,0
4324,43,2,0,0,30,3,13,3,3,0,5,3.666666667,10,8.666666667,0,0,0,0,0,0,0,0,275,25,916,30303,http://money.cnn.com/magazines/fortune/fortune500/,0
4325,64,5,0,0,42,2,19,3,2,0,12,5.666666667,32,19.5,0,3,3,0,0,0,0,0,-1,-1,-1,-1,http://naturezaviva.net.br/wp-file/358803ba52e2a3c94292e6c0bd78eeba/...,1
4326,27,3,0,0,13,1,14,4,1,1,3,2.75,11,11,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://203.16.214.120/~ivan230342/,1
4328,31,2,0,0,1,0,30,3,0,0,22,9.333333333,0,0,0,0,0,0,0,0,0,0,118,2,299,-1,http://www.surgerycosmeticplastic.com/,0
4329,47,5,1,0,23,2,14,2,2,0,11,6.5,12,10,0,10,4,0,0,0,0,0,-1,-1,-1,-1,http://dietadeluxe.pl/wp-admin/confirmation/pin.php...,1
4330,64,5,0,0,34,4,18,2,4,0,14,8.5,12,7.25,0,12,4,0,0,0,0,0,20,100,484,-1,http://avengersystems.com/wp-content/themes/twentytwelve/a/index.htm...,1
4332,19,2,0,0,1,0,15,3,0,0,8,4.333333333,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,-1,http://uniquems.com.do/ooo,1
4333,22,2,0,0,1,0,21,3,0,0,13,6.333333333,0,0,0,0,0,0,0,0,0,0,199,5,185,-1,http://www.classontheweb.com/,0
4334,13,2,0,0,1,0,12,3,0,0,4,3.333333333,0,0,0,0,0,0,0,0,0,0,246,30,296,-1,http://www.ifpa.org/,0
4335,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,202,26,67,-1,http://www.aromaterra.com/,0
4336,56,5,0,0,5,1,16,3,1,0,8,4.666666667,3,3,0,35,3,0,0,0,0,0,176,4,135,-1,http://www.ardiente.net/edf/6ebe9331599cec1093ab636a567166fd...,1
4337,17,2,0,0,1,0,16,3,0,0,8,4.666666667,0,0,0,0,0,0,0,0,0,0,247,5,286,-1,http://www.greentea.com/,0
4338,44,5,0,1,21,2,20,3,2,0,14,6,9,9,0,3,3,0,0,0,0,0,20,4,251,-1,http://sun-consulting.co.uk/libraries/GDocs2015/...,1
4339,15,2,0,0,1,0,14,3,0,0,6,4,0,0,0,0,0,0,0,0,0,0,223,17,271,-1,http://www.walkon.com/,0
4340,54,4,0,0,5,1,14,2,1,0,10,6.5,3,3,0,35,3,0,0,0,0,0,37,82,470,-1,http://kirkjellum.com/Doc/09d313bd40365fd987ce4c4636c2ebd3...,1
4341,26,2,0,0,1,0,25,3,0,0,17,7.666666667,0,0,0,0,0,0,0,0,0,0,188,4,138,-1,http://www.flightofexcelsior.net/,0
4342,20,1,0,0,1,0,19,2,0,0,15,9,0,0,0,0,0,0,0,0,0,0,160,8,113,631,http://radicalcentrism.org/,0
4343,64,3,0,0,33,4,17,4,4,0,7,3.5,14,7,0,14,0,0,0,0,0,0,232,8,502,-1,http://www.newsnow.co.uk/h/Sport/Football/Premier+League/Leicester+City,0
4344,66,9,0,1,0,0,66,7,0,0,17,8.142857143,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://appleid.apple.com-subscriptions.manager119114418.bertovic.com.a...,1
4345,41,3,0,0,23,3,18,4,3,0,7,3.75,12,6.333333333,0,0,0,0,0,0,0,0,-1,-1,-1,76128,http://liinwww.ira.uka.de/bibliography/Misc/HBP/,0
4346,12,1,0,0,1,0,11,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,164,4,57,-1,http://lanling.biz/,0
4347,35,1,1,1,20,2,15,2,2,0,11,7,11,8.5,0,0,0,0,0,0,0,0,3,9,82,0,http://ppl-service.com/supp-secure/signin/,1
4348,48,5,0,0,8,2,24,2,2,0,20,11.5,3,2.5,0,16,4,0,0,0,0,0,17,7,173,380007,http://mobilegamesourcecode.com/js/lib/secutity.html...,1
4349,66,5,1,0,15,3,17,2,3,0,13,8,4,3.666666667,0,34,4,0,0,0,0,0,13,11,69,-1,http://pratyakshahrs.com/old/putt/logo/safeguardyouraccountsecurity.ph...,1
4350,66,4,0,1,17,2,22,2,2,0,19,10.5,10,7,0,27,3,0,0,0,0,0,-1,-1,-1,-1,http://pulse-entertainment.ca/blog/wp-content/950dd61c24e2f3109c78aa7d...,1
4352,25,2,0,2,1,0,24,3,0,0,16,7.333333333,0,0,0,0,0,0,0,0,0,0,112,8,417,-1,http://www.online-tech-tips.com/,0
4353,23,2,0,0,1,0,13,2,0,0,9,6,0,0,0,9,1,0,0,0,0,0,37,11,972,92821,http://handasapc.com/htd3.html,1
4354,64,5,0,0,42,2,19,3,2,0,11,5.666666667,32,19.5,0,3,3,0,0,0,0,0,7,5,55,-1,http://web.kiaanevents.com/pagedoc/d6a1abf900c4c4aa8137cd86fd58b81b/...,1
4355,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,176,4,223,-1,http://www.mbadreams.com/,0
4356,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,225,3,280,-1,http://www.greenbook.net/,0
4357,66,5,1,0,15,2,44,3,2,0,32,14,6,6,0,7,3,0,0,0,0,0,52,8,143,-1,http://niamomniamodbustnuoccawenaetaerc.twomini.com/verify/verify/inde...,1
4358,29,2,0,0,7,1,22,3,1,0,12,6.666666667,5,5,0,0,0,0,0,0,0,0,58,14,-1,-1,http://paypalresolu.myjino.ru/payus/,1
4359,31,2,0,0,19,2,12,3,2,0,5,3.333333333,8,8,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.mista.eu/phpThumb/document/,1
4360,35,3,0,0,10,1,14,3,1,0,6,4,8,8,0,11,1,0,0,0,0,0,267,9,132,-1,http://www.silcom.com/~barnowl/HTransf.htm,0
4361,19,2,0,0,1,0,18,3,0,0,10,5.333333333,0,0,0,0,0,0,0,0,0,0,95,85,628,-1,http://www.namoleague.com/,0
4362,66,6,1,0,24,3,14,3,3,0,7,4,10,6.666666667,0,9,1,0,19,1,11,0,-1,-1,-1,-1,http://radiodj.com.gt/movil/_priv/googlefile/file.html?secure=04331901...,1
4363,30,1,0,0,10,1,13,2,1,0,9,6,8,8,0,7,0,0,0,0,0,0,89,7,209,-1,http://jimwigler.com/venoo000/webmail,1
4364,66,7,1,0,17,2,30,3,2,0,23,9.333333333,8,7,0,19,5,0,0,0,0,0,5,19,165,-1,http://compasschildrenscharity.org.uk/wp-admin/images/login.alibaba.co...,1
4365,66,10,0,1,36,4,20,3,4,0,14,6,15,7.75,0,10,5,0,0,0,0,0,-1,-1,-1,-1,http://horim-bekesher.co.il/review/nab.com.au/nab.html?https://ib.nab....,1
4367,31,3,0,0,6,1,18,3,1,0,11,5.333333333,4,4,0,7,1,0,0,0,0,0,-1,-1,-1,-1,http://www.toriabeauty.ro/minn/pin.php,1
4368,58,5,1,0,30,4,15,2,4,0,11,7,11,6.25,0,13,4,0,0,0,0,0,114,6,201,-1,http://dynastyreps.com/wp-includes/js/tinymce/utils/update.php...,1
4369,38,3,0,0,15,3,23,4,3,0,12,5,6,3.666666667,0,0,0,0,0,0,0,0,-1,-1,-1,-1,http://www.stampamoveis.com.br/js/lib/dropbx/,1
4370,18,2,0,0,1,0,17,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,201,75,473,-1,http://www.robotcafe.com/,0
4371,49,5,0,0,10,1,23,2,1,0,19,11,8,8,0,16,4,0,0,0,0,0,30,6,202,-1,http://joetteshealinghands.com/language/defaults.html...,1
4372,44,4,0,0,1,0,33,2,0,0,29,16,0,0,0,10,3,0,0,0,0,0,22,2,482,-1,http://realestateinsarasotabradenton.com/baain4r...,1
